sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex-race
Male,21,Less than 25,African-American,0,0,0,0,F,"Deliver 3,4 Methylenediox",4,Low,0,Male-African-American
Male,40,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,10,High,1,Male-African-American
Male,22,Less than 25,African-American,0,0,0,2,M,Viol Injunct Domestic Violence,9,High,1,Male-African-American
Male,39,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Male,36,25 - 45,Caucasian,0,0,0,1,F,Burglary Structure Unoccup,2,Low,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,0,F,Computer Pornography,1,Low,0,Male-African-American
Male,36,25 - 45,African-American,0,0,0,0,M,Battery,6,Medium,0,Male-African-American
Male,32,25 - 45,African-American,0,0,0,0,F,Robbery / Weapon,1,Low,0,Male-African-American
Male,23,Less than 25,Other,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,3,Low,0,Male-Other
Male,52,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,38,25 - 45,African-American,0,0,0,5,M,Battery,4,Low,0,Male-African-American
Male,46,Greater than 45,Caucasian,0,0,0,0,M,Driving License Suspended,1,Low,0,Male-Caucasian
Male,20,Less than 25,African-American,0,0,0,2,F,Aggravated Assault W/Dead Weap,3,Low,1,Male-African-American
Male,63,Greater than 45,Caucasian,0,0,0,0,F,Criminal Mischief,1,Low,0,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,1,F,Aggravated Battery / Pregnant,4,Low,1,Male-African-American
Male,27,25 - 45,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,5,Medium,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Female,48,Greater than 45,African-American,0,0,0,0,M,Battery,5,Medium,0,Female-African-American
Female,26,25 - 45,African-American,0,0,0,1,M,Battery,4,Low,0,Female-African-American
Male,58,Greater than 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Other
Male,41,25 - 45,African-American,0,0,0,0,F,arrest case no charge,1,Low,0,Male-African-American
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,7,Medium,0,Male-African-American
Male,26,25 - 45,Other,0,0,0,0,M,Battery,2,Low,0,Male-Other
Female,39,25 - 45,African-American,0,0,0,3,M,Susp Drivers Lic 1st Offense,6,Medium,0,Female-African-American
Male,46,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,33,25 - 45,Other,0,1,0,7,F,Trespass Property w/Dang Weap,8,High,1,Male-Other
Male,20,Less than 25,Native American,0,1,0,1,F,arrest case no charge,9,High,1,Male-Native American
Male,32,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Male-Caucasian
Male,64,Greater than 45,Hispanic,0,0,0,1,M,Disorderly Intoxication,1,Low,0,Male-Hispanic
Male,26,25 - 45,African-American,0,0,0,2,F,Agg Battery Grt/Bod/Harm,4,Low,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,2,F,Robbery Sudd Snatch No Weapon,8,High,0,Male-African-American
Female,43,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery / Pregnant,1,Low,0,Female-Caucasian
Female,55,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Female-Caucasian
Male,34,25 - 45,Hispanic,0,0,0,0,M,Operating W/O Valid License,1,Low,0,Male-Hispanic
Male,20,Less than 25,African-American,0,0,2,1,F,arrest case no charge,2,Low,0,Male-African-American
Male,55,Greater than 45,Caucasian,0,0,0,7,F,Felony DUI (level 3),8,High,0,Male-Caucasian
Male,22,Less than 25,African-American,0,0,0,1,F,Fleeing or Eluding a LEO,6,Medium,0,Male-African-American
Male,55,Greater than 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Male-African-American
Male,21,Less than 25,African-American,0,0,3,0,F,Pos Cannabis W/Intent Sel/Del,10,High,1,Male-African-American
Male,23,Less than 25,African-American,0,0,0,0,F,arrest case no charge,2,Low,0,Male-African-American
Female,28,25 - 45,Caucasian,0,0,0,1,M,Grand Theft in the 3rd Degree,5,Medium,0,Female-Caucasian
Male,45,Greater than 45,Other,0,0,0,0,F,Tamper With Witness/Victim/CI,1,Low,0,Male-Other
Male,39,25 - 45,African-American,0,0,0,1,F,Agg Battery Grt/Bod/Harm,1,Low,0,Male-African-American
Male,79,Greater than 45,Caucasian,0,0,0,1,M,Disorderly Conduct,1,Low,0,Male-Caucasian
Male,48,Greater than 45,Caucasian,0,0,0,1,F,Depriv LEO of Protect/Communic,1,Low,0,Male-Caucasian
Male,31,25 - 45,African-American,1,0,0,5,M,arrest case no charge,8,High,0,Male-African-American
Male,56,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low,0,Male-Caucasian
Male,43,25 - 45,African-American,0,0,0,2,M,Battery,1,Low,0,Male-African-American
Male,20,Less than 25,Hispanic,0,0,2,0,F,Burglary Conveyance Unoccup,3,Low,0,Male-Hispanic
Male,41,25 - 45,African-American,0,0,0,0,M,Battery,6,Medium,0,Male-African-American
Male,24,Less than 25,Other,0,0,0,1,F,Tampering With Physical Evidence,3,Low,0,Male-Other
Female,33,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Female-African-American
Male,22,Less than 25,African-American,0,0,0,0,F,Felony Battery (Dom Strang),3,Low,0,Male-African-American
Male,34,25 - 45,African-American,0,0,0,3,F,Aggravated Battery / Pregnant,1,Low,0,Male-African-American
Male,36,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Male,69,Greater than 45,Caucasian,0,0,0,0,F,Driving While License Revoked,5,Medium,0,Male-Caucasian
Male,32,25 - 45,Caucasian,0,0,0,5,F,arrest case no charge,5,Medium,1,Male-Caucasian
Male,46,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium,0,Male-Caucasian
Male,34,25 - 45,Caucasian,0,0,0,1,M,Battery,5,Medium,0,Male-Caucasian
Female,32,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Female-Hispanic
Male,39,25 - 45,African-American,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-African-American
Male,25,25 - 45,African-American,0,0,1,6,M,Battery,7,Medium,1,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,2,M,Fighting/Baiting Animals,5,Medium,0,Male-Caucasian
Female,40,25 - 45,Caucasian,0,0,0,0,M,Battery,5,Medium,0,Female-Caucasian
Male,50,Greater than 45,Caucasian,0,0,0,5,F,arrest case no charge,7,Medium,0,Male-Caucasian
Male,37,25 - 45,African-American,0,0,0,4,M,Criminal Mischief>$200<$1000,7,Medium,1,Male-African-American
Male,34,25 - 45,African-American,0,0,0,1,F,Possession of Cocaine,7,Medium,0,Male-African-American
Female,35,25 - 45,Hispanic,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Female-Hispanic
Male,23,Less than 25,Caucasian,0,0,1,10,F,arrest case no charge,7,Medium,0,Male-Caucasian
Male,20,Less than 25,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low,0,Male-Other
Male,26,25 - 45,Caucasian,0,0,0,2,F,Possession Of Methamphetamine,5,Medium,0,Male-Caucasian
Male,59,Greater than 45,Caucasian,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1,Low,1,Male-Caucasian
Male,37,25 - 45,Caucasian,0,0,0,2,M,Driving Under The Influence,2,Low,0,Male-Caucasian
Male,22,Less than 25,African-American,0,0,0,1,F,Possession Burglary Tools,8,High,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,5,F,Aggravated Battery / Pregnant,5,Medium,0,Male-African-American
Male,20,Less than 25,African-American,0,0,0,1,M,Battery,4,Low,1,Male-African-American
Male,50,Greater than 45,Hispanic,0,0,0,2,M,DUI Property Damage/Injury,1,Low,0,Male-Hispanic
Male,20,Less than 25,African-American,1,0,0,1,F,arrest case no charge,6,Medium,0,Male-African-American
Male,51,Greater than 45,Caucasian,0,0,0,1,M,Battery,2,Low,1,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,2,M,Battery,2,Low,0,Male-African-American
Male,39,25 - 45,Other,0,0,0,0,M,Battery,1,Low,0,Male-Other
Male,26,25 - 45,African-American,0,0,0,2,F,Aggravated Battery,6,Medium,0,Male-African-American
Male,20,Less than 25,Other,0,0,0,0,M,Battery,5,Medium,0,Male-Other
Female,26,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,5,Medium,0,Female-Caucasian
Male,26,25 - 45,African-American,0,0,0,5,F,Burglary Dwelling Assault/Batt,4,Low,0,Male-African-American
Male,20,Less than 25,Caucasian,0,0,2,0,F,Aggravated Assault W/Dead Weap,2,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,0,F,Criminal Mischief,3,Low,1,Male-African-American
Female,21,Less than 25,African-American,0,0,0,0,M,Prostitution/Lewd Act Assignation,5,Medium,0,Female-African-American
Male,25,25 - 45,Other,0,0,0,0,F,Possession of Cocaine,9,High,1,Male-Other
Male,30,25 - 45,Caucasian,0,0,0,0,F,Burglary Dwelling Assault/Batt,3,Low,0,Male-Caucasian
Male,21,Less than 25,Caucasian,0,2,7,2,F,Possession of LSD,9,High,1,Male-Caucasian
Male,35,25 - 45,African-American,0,0,0,22,F,"Poss3,4 Methylenedioxymethcath",10,High,1,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,2,F,arrest case no charge,2,Low,1,Male-Caucasian
Male,25,25 - 45,African-American,0,0,0,5,M,arrest case no charge,9,High,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,9,High,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,0,F,Purchase/P/W/Int Cannabis,4,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",3,Low,0,Male-African-American
Male,52,Greater than 45,Caucasian,0,0,0,1,F,Burglary Conveyance Assault/Bat,1,Low,0,Male-Caucasian
Male,21,Less than 25,African-American,0,0,0,0,F,Possession of Cocaine,7,Medium,0,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,1,F,Possession of Cannabis,8,High,0,Male-Caucasian
Male,24,Less than 25,African-American,0,0,0,3,F,Aggrav Stalking After Injunctn,7,Medium,0,Male-African-American
Female,30,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Female-Caucasian
Male,41,25 - 45,African-American,0,1,0,9,M,Opert With Susp DL 2nd Offens,9,High,0,Male-African-American
Male,48,Greater than 45,Caucasian,0,0,0,6,F,Fel Drive License Perm Revoke,2,Low,0,Male-Caucasian
Female,34,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Female-African-American
Male,25,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Male-African-American
Male,56,Greater than 45,Caucasian,0,0,0,6,F,Poss Cocaine/Intent To Del/Sel,1,Low,0,Male-Caucasian
Male,23,Less than 25,African-American,0,0,0,0,F,Felony Battery (Dom Strang),4,Low,0,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,0,M,Burglary Unoccupied Dwelling,4,Low,0,Male-Caucasian
Male,66,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,7,M,Resist/Obstruct W/O Violence,7,Medium,0,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery / Pregnant,1,Low,0,Male-Caucasian
Male,31,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,22,Less than 25,African-American,0,0,0,0,M,Battery,8,High,0,Male-African-American
Female,22,Less than 25,Caucasian,0,0,0,0,M,Battery,5,Medium,0,Female-Caucasian
Male,35,25 - 45,Caucasian,0,0,2,3,F,Possession of Cocaine,4,Low,0,Male-Caucasian
Male,56,Greater than 45,Caucasian,0,0,0,1,F,Felony/Driving Under Influence,1,Low,0,Male-Caucasian
Female,34,25 - 45,African-American,0,0,0,0,F,Poss Contr Subst W/o Prescript,1,Low,0,Female-African-American
Male,43,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,38,25 - 45,Caucasian,0,0,0,0,F,Possession Of Alprazolam,1,Low,0,Male-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,3,F,Poss Wep Conv Felon,3,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,2,M,Disorderly Conduct,3,Low,0,Male-African-American
Female,55,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,61,Greater than 45,African-American,0,0,0,25,F,Burglary Unoccupied Dwelling,7,Medium,0,Male-African-American
Male,33,25 - 45,Other,0,0,0,0,M,Battery,1,Low,0,Male-Other
Male,40,25 - 45,Caucasian,0,0,0,4,F,Resist Officer w/Violence,7,Medium,0,Male-Caucasian
Male,33,25 - 45,African-American,0,0,0,3,F,Driving While License Revoked,2,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,0,F,Tamper With Witness/Victim/CI,6,Medium,1,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,0,F,Uttering a Forged Instrument,2,Low,0,Male-African-American
Male,45,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Female,57,Greater than 45,Caucasian,0,0,0,4,F,arrest case no charge,2,Low,0,Female-Caucasian
Male,26,25 - 45,African-American,0,0,0,3,F,Aggravated Battery / Pregnant,7,Medium,1,Male-African-American
Male,35,25 - 45,African-American,0,0,0,1,F,False Imprisonment,8,High,0,Male-African-American
Male,54,Greater than 45,Hispanic,0,0,0,0,F,Grand Theft in the 1st Degree,1,Low,0,Male-Hispanic
Female,29,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,5,Medium,0,Female-African-American
Female,40,25 - 45,Caucasian,0,0,0,0,M,Driving License Suspended,2,Low,0,Female-Caucasian
Female,25,25 - 45,African-American,0,0,1,0,M,Battery,2,Low,0,Female-African-American
Male,44,25 - 45,African-American,0,0,0,3,M,Driving License Suspended,6,Medium,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,0,F,Burglary Dwelling Occupied,2,Low,0,Male-African-American
Male,56,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Female,27,25 - 45,African-American,0,0,0,0,M,Battery,3,Low,0,Female-African-American
Female,29,25 - 45,Caucasian,0,0,0,0,M,Viol Injunct Domestic Violence,7,Medium,0,Female-Caucasian
Female,34,25 - 45,Caucasian,0,0,0,4,M,Battery,4,Low,0,Female-Caucasian
Female,22,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium,0,Female-African-American
Male,31,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Caucasian
Male,47,Greater than 45,African-American,0,0,0,3,F,Aggravated Assault W/Dead Weap,2,Low,0,Male-African-American
Male,39,25 - 45,African-American,0,0,0,4,F,Felony Petit Theft,9,High,0,Male-African-American
Male,30,25 - 45,Hispanic,0,0,0,2,F,Possession of Hydromorphone,2,Low,0,Male-Hispanic
Male,61,Greater than 45,African-American,0,0,0,2,M,Battery,8,High,0,Male-African-American
Male,37,25 - 45,Hispanic,0,0,0,3,M,Driving Under The Influence,4,Low,0,Male-Hispanic
Male,38,25 - 45,Other,0,0,0,1,F,Possession Of Alprazolam,1,Low,1,Male-Other
Male,30,25 - 45,African-American,0,0,0,0,M,Driving License Suspended,9,High,0,Male-African-American
Male,47,Greater than 45,Other,0,0,0,0,F,Neglect Child / No Bodily Harm,1,Low,0,Male-Other
Male,59,Greater than 45,African-American,0,0,0,1,M,Battery,1,Low,0,Male-African-American
Male,23,Less than 25,Caucasian,0,1,0,4,M,Assault,9,High,1,Male-Caucasian
Female,41,25 - 45,Hispanic,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Female-Hispanic
Male,22,Less than 25,African-American,0,0,0,0,F,Purchase Cannabis,7,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,5,F,Driving While License Revoked,4,Low,0,Male-African-American
Male,44,25 - 45,Caucasian,0,0,0,1,F,Burglary Dwelling Occupied,5,Medium,0,Male-Caucasian
Female,34,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,1,Female-African-American
Male,29,25 - 45,African-American,0,0,0,8,M,Susp Drivers Lic 1st Offense,9,High,0,Male-African-American
Female,31,25 - 45,African-American,0,0,0,0,M,Leaving Acc/Unattended Veh,6,Medium,0,Female-African-American
Male,21,Less than 25,Caucasian,0,0,0,2,F,arrest case no charge,6,Medium,0,Male-Caucasian
Male,34,25 - 45,Caucasian,0,0,0,4,F,Driving While License Revoked,5,Medium,0,Male-Caucasian
Male,54,Greater than 45,African-American,0,0,0,21,F,Possession of Cocaine,6,Medium,0,Male-African-American
Male,20,Less than 25,Caucasian,0,4,0,4,F,Grand Theft (Motor Vehicle),10,High,0,Male-Caucasian
Male,31,25 - 45,Caucasian,0,0,0,1,F,Stalking (Aggravated),3,Low,1,Male-Caucasian
Male,22,Less than 25,Caucasian,0,0,0,0,M,DUI - Enhanced,4,Low,0,Male-Caucasian
Male,36,25 - 45,African-American,0,0,0,6,M,Battery,4,Low,0,Male-African-American
Male,50,Greater than 45,African-American,0,0,0,15,M,Battery,8,High,0,Male-African-American
Female,49,Greater than 45,Other,0,0,0,0,M,Battery,1,Low,0,Female-Other
Male,31,25 - 45,African-American,0,0,0,1,M,Driving License Suspended,4,Low,0,Male-African-American
Male,21,Less than 25,African-American,1,0,1,2,F,arrest case no charge,9,High,0,Male-African-American
Male,29,25 - 45,Other,0,0,0,0,F,Burglary Dwelling Occupied,2,Low,0,Male-Other
Male,61,Greater than 45,Hispanic,0,0,0,0,F,arrest case no charge,1,Low,0,Male-Hispanic
Female,25,25 - 45,Caucasian,0,0,0,2,F,Crim Use of Personal ID Info,9,High,1,Female-Caucasian
Male,38,25 - 45,Caucasian,0,0,0,5,F,Driving While License Revoked,4,Low,0,Male-Caucasian
Male,35,25 - 45,Caucasian,0,0,0,2,M,Battery,1,Low,0,Male-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,46,Greater than 45,Caucasian,0,0,0,0,F,Possession Of Methamphetamine,1,Low,0,Male-Caucasian
Male,53,Greater than 45,Caucasian,0,0,0,1,M,Battery,5,Medium,0,Male-Caucasian
Female,27,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,5,Medium,1,Female-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,4,F,Possession of Cocaine,8,High,0,Male-Caucasian
Male,24,Less than 25,Caucasian,0,0,0,1,M,Battery,2,Low,0,Male-Caucasian
Male,40,25 - 45,African-American,0,0,0,20,F,Driving While License Revoked,7,Medium,0,Male-African-American
Female,36,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Female-African-American
Male,57,Greater than 45,Caucasian,0,0,0,7,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,1,F,arrest case no charge,5,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,1,2,F,Driving While License Revoked,3,Low,0,Male-African-American
Female,48,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Female-Caucasian
Male,52,Greater than 45,Caucasian,0,0,0,7,M,Battery,2,Low,0,Male-Caucasian
Female,43,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Female-African-American
Male,24,Less than 25,Caucasian,0,0,0,3,F,Possession of Cocaine,5,Medium,0,Male-Caucasian
Male,23,Less than 25,Hispanic,0,1,0,2,F,Grand Theft in the 3rd Degree,9,High,0,Male-Hispanic
Male,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium,0,Male-African-American
Female,25,25 - 45,Caucasian,0,0,0,0,F,Possession Of Alprazolam,5,Medium,0,Female-Caucasian
Male,46,Greater than 45,Caucasian,0,0,0,0,M,DOC/Cause Public Danger,5,Medium,0,Male-Caucasian
Female,24,Less than 25,African-American,0,0,0,0,F,arrest case no charge,7,Medium,0,Female-African-American
Male,24,Less than 25,Other,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,3,Low,0,Male-Other
Male,40,25 - 45,Hispanic,0,0,0,0,M,Driving Under The Influence,3,Low,0,Male-Hispanic
Male,36,25 - 45,Hispanic,0,0,0,1,M,Battery,2,Low,0,Male-Hispanic
Male,24,Less than 25,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Female,55,Greater than 45,African-American,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,Low,0,Female-African-American
Male,38,25 - 45,African-American,0,0,0,14,F,Grand Theft in the 3rd Degree,7,Medium,0,Male-African-American
Male,31,25 - 45,African-American,0,0,0,1,F,Driving While License Revoked,1,Low,0,Male-African-American
Female,30,25 - 45,African-American,0,0,0,3,F,Felony Driving While Lic Suspd,2,Low,0,Female-African-American
Male,37,25 - 45,African-American,0,0,0,16,F,arrest case no charge,8,High,1,Male-African-American
Female,41,25 - 45,Caucasian,0,0,0,1,M,Battery,2,Low,0,Female-Caucasian
Male,20,Less than 25,African-American,0,0,0,0,F,Deliver Cannabis 1000FTSch,5,Medium,1,Male-African-American
Male,22,Less than 25,Caucasian,0,0,0,1,M,Battery,5,Medium,0,Male-Caucasian
Male,38,25 - 45,African-American,0,0,0,7,M,Battery,6,Medium,0,Male-African-American
Male,31,25 - 45,African-American,0,0,0,0,F,Forging Bank Bills/Promis Note,5,Medium,0,Male-African-American
Male,28,25 - 45,Caucasian,0,0,0,0,F,Possession Of Methamphetamine,7,Medium,0,Male-Caucasian
Male,21,Less than 25,Hispanic,0,1,0,2,F,Burglary Dwelling Occupied,7,Medium,1,Male-Hispanic
Male,39,25 - 45,African-American,0,0,0,1,F,Unlawful Conveyance of Fuel,8,High,0,Male-African-American
Male,45,Greater than 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Male-Hispanic
Male,27,25 - 45,African-American,0,0,0,9,F,Poss Contr Subst W/o Prescript,7,Medium,1,Male-African-American
Male,30,25 - 45,Hispanic,0,0,0,0,F,arrest case no charge,1,Low,0,Male-Hispanic
Male,43,25 - 45,African-American,0,0,0,2,F,arrest case no charge,1,Low,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,1,F,Deliver Cocaine,4,Low,0,Male-African-American
Male,32,25 - 45,African-American,0,3,0,7,F,arrest case no charge,2,Low,0,Male-African-American
Female,57,Greater than 45,Caucasian,0,0,0,2,F,Possession of Cocaine,1,Low,0,Female-Caucasian
Female,40,25 - 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Female-Caucasian
